ID;UrunAdi;Kategori;IlgiAlani;Marka;Fiyat;YasGrubu;PopulerlikPuan
276;Melissa Doug Klasik Paketi;Oyuncak;Klasik;Melissa Doug;4554.73;Genc;69
277;Maybelline Bakim Ruj;Kozmetik;Bakim;Maybelline;1749.76;Cocuk;46
278;Karaca Konfor Kahve Makinesi;Ev-Yasam;Konfor;Karaca;6177.29;Yasli;9
279;Daler Rowney Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Daler Rowney;3016.17;Yasli;84
280;Can Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Can Yayinlari;244.93;Cocuk;10
281;Castrol Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Castrol;10121.83;Cocuk;90
282;Audio-Technica Studyo Enstrüman;Muzik;Studyo;Audio-Technica;13548.39;Yetiskin;69
283;Dell Ev Ofis Akıllı Telefon;Teknoloji;Ev Ofis;Dell;28603.49;Yetiskin;95
284;Xiaomi Mobil Yasam Tablet;Teknoloji;Mobil Yasam;Xiaomi;35492.85;Cocuk;68
285;Zara Klasik Gözlük;Moda;Klasik;Zara;3815.59;Genc;19
286;Roland Analog Enstrüman;Muzik;Analog;Roland;14931.38;Genc;16
287;3M Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;3M;4832.80;Genc;37
288;Gigabyte Yayincilik Paketi;Oyun;Yayincilik;Gigabyte;4088.58;Yasli;85
289;Iletisim Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Iletisim;219.30;Yasli;45
290;Pasabahce Dekorasyon Dekoratif Lamba;Ev-Yasam;Dekorasyon;Pasabahce;3689.89;Genc;70
291;Zara Aksesuar Parfüm;Moda;Aksesuar;Zara;3322.90;Cocuk;10
292;Apple Yazilim Tablet;Teknoloji;Yazilim;Apple;34009.64;Yetiskin;66
293;LEGO Klasik Seti;Oyuncak;Klasik;LEGO;2192.09;Genc;69
294;Reebok Outdoor Koşu Ayakkabısı;Spor;Outdoor;Reebok;6149.41;Cocuk;81
295;Sparco Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Sparco;9482.03;Yetiskin;58
296;Mattel Klasik Seti;Oyuncak;Klasik;Mattel;2816.77;Yetiskin;44
297;Dior Bakim Nemlendirici;Kozmetik;Bakim;Dior;596.38;Yetiskin;66
298;Liquitex El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Liquitex;4829.03;Yasli;9
299;Adidas Aksesuar Gözlük;Moda;Aksesuar;Adidas;3246.41;Yasli;93
300;Daler Rowney El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Daler Rowney;3644.83;Yasli;78
301;Castelli Ekipman Antrenman Ekipmanı;Spor;Ekipman;Castelli;5153.46;Yetiskin;35
302;Gigabyte Yayincilik Paketi;Oyun;Yayincilik;Gigabyte;4701.59;Genc;22
303;Huawei Mobil Yasam Bilgisayar;Teknoloji;Mobil Yasam;Huawei;28083.53;Genc;21
304;LEGO Egitici Seti;Oyuncak;Egitici;LEGO;270.01;Genc;11
305;Asus Yazilim Akıllı Telefon;Teknoloji;Yazilim;Asus;5059.14;Yasli;46
306;Reeves El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Reeves;3155.16;Yasli;67
307;Nintendo Retro Paketi;Oyun;Retro;Nintendo;735.79;Yetiskin;49
308;Lenovo Yazilim Kulaklık;Teknoloji;Yazilim;Lenovo;12588.50;Genc;13
309;Lancome Makyaj Cilt Serumu;Kozmetik;Makyaj;Lancome;799.70;Yetiskin;93
310;Bosch Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bosch;11737.37;Yetiskin;95
311;Bosch Konfor Nevresim Takımı;Ev-Yasam;Konfor;Bosch;4637.74;Yasli;99
312;Ikea Dekorasyon Robot Süpürge;Ev-Yasam;Dekorasyon;Ikea;7522.64;Genc;48
313;LOreal Bakim Göz Kalemi;Kozmetik;Bakim;LOreal;1141.04;Yetiskin;94
314;Sephora Bakim Göz Kalemi;Kozmetik;Bakim;Sephora;823.34;Genc;5
315;Burberry Klasik Çanta;Moda;Klasik;Burberry;2270.80;Yasli;29
316;Dell Mobil Yasam Akıllı Saat;Teknoloji;Mobil Yasam;Dell;5401.58;Yasli;75
317;Mattel Aksiyon Paketi;Oyuncak;Aksiyon;Mattel;4092.81;Cocuk;83
318;Melissa Doug Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Melissa Doug;1449.76;Cocuk;39
319;Gucci Klasik Gözlük;Moda;Klasik;Gucci;5078.26;Cocuk;18
320;Adidas Klasik Gözlük;Moda;Klasik;Adidas;2471.76;Yasli;76
321;Corsair E-Spor Koleksiyonu;Oyun;E-Spor;Corsair;3495.04;Yasli;82
322;Beko Konfor Kahve Makinesi;Ev-Yasam;Konfor;Beko;1776.29;Yasli;100
323;Columbia Outdoor Eşofman Takımı;Spor;Outdoor;Columbia;656.46;Cocuk;56
324;Beko Mutfak Nevresim Takımı;Ev-Yasam;Mutfak;Beko;8763.19;Yetiskin;34
325;Sephora Makyaj Nemlendirici;Kozmetik;Makyaj;Sephora;1651.88;Yetiskin;55
326;Fisher-Price Egitici Paketi;Oyuncak;Egitici;Fisher-Price;695.15;Yetiskin;68
327;Fender Analog DJ Ekipmanı;Muzik;Analog;Fender;4642.74;Yetiskin;42
328;Sony Yazilim Kulaklık;Teknoloji;Yazilim;Sony;24214.19;Yasli;93
329;Decathlon Fitness Antrenman Ekipmanı;Spor;Fitness;Decathlon;6194.88;Cocuk;90
330;Meguiars Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Meguiars;9470.02;Genc;55
331;Xiaomi Mobil Yasam Akıllı Telefon;Teknoloji;Mobil Yasam;Xiaomi;2292.30;Cocuk;8
332;Pioneer Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Pioneer;7156.42;Genc;66
333;Reebok Ekipman Antrenman Ekipmanı;Spor;Ekipman;Reebok;4925.81;Genc;44
334;Huawei Yazilim Akıllı Saat;Teknoloji;Yazilim;Huawei;21998.14;Cocuk;40
335;Under Armour Ekipman Koşu Ayakkabısı;Spor;Ekipman;Under Armour;7342.57;Yasli;63
336;SteelSeries Retro Koleksiyonu;Oyun;Retro;SteelSeries;679.39;Genc;87
337;Samsung Yazilim Akıllı Saat;Teknoloji;Yazilim;Samsung;13193.65;Yasli;48
338;Gibson Analog Pikap;Muzik;Analog;Gibson;22663.87;Yetiskin;62
339;Logitech Retro Paketi;Oyun;Retro;Logitech;4452.78;Yasli;29
340;Decathlon Outdoor Eşofman Takımı;Spor;Outdoor;Decathlon;4401.32;Yasli;88
341;Madame Coco Konfor Nevresim Takımı;Ev-Yasam;Konfor;Madame Coco;9625.51;Genc;67
342;Hasbro Aksiyon Paketi;Oyuncak;Aksiyon;Hasbro;1755.38;Yasli;22
343;Apple Yazilim Kulaklık;Teknoloji;Yazilim;Apple;21835.13;Cocuk;26
344;Dior Makyaj Nemlendirici;Kozmetik;Makyaj;Dior;1045.10;Yetiskin;91
345;Bose Sahne Pikap;Muzik;Sahne;Bose;1448.35;Cocuk;18
346;Razer E-Spor Koleksiyonu;Oyun;E-Spor;Razer;2384.78;Yasli;58
347;Iletisim Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Iletisim;387.63;Genc;78
348;Spalding Outdoor Eşofman Takımı;Spor;Outdoor;Spalding;5347.69;Cocuk;98
349;Can Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Can Yayinlari;358.95;Yasli;75
350;Faber-Castell El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Faber-Castell;1813.31;Genc;14
351;Faber-Castell El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Faber-Castell;1085.69;Cocuk;68
352;Salomon Ekipman Eşofman Takımı;Spor;Ekipman;Salomon;4655.94;Cocuk;67
353;MSI Retro Seti;Oyun;Retro;MSI;4490.37;Genc;80
354;Hasbro Egitici Koleksiyonu;Oyuncak;Egitici;Hasbro;1232.83;Genc;6
355;Ithaki Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Ithaki;262.88;Yasli;88
356;Nivea Parfum Göz Kalemi;Kozmetik;Parfum;Nivea;1868.54;Yetiskin;82
357;Reeves Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Reeves;539.55;Genc;100
358;JBL Studyo Pikap;Muzik;Studyo;JBL;15179.11;Cocuk;44
359;LG Mobil Yasam Akıllı Telefon;Teknoloji;Mobil Yasam;LG;8131.20;Yetiskin;88
360;Karaca Mutfak Dekoratif Lamba;Ev-Yasam;Mutfak;Karaca;4980.36;Cocuk;93
361;Bridgestone Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Bridgestone;6729.76;Yasli;18
362;Faber-Castell Resim Koleksiyonu;Hobi-Sanat;Resim;Faber-Castell;4760.97;Yasli;67
363;Playmobil Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Playmobil;1823.01;Yasli;92
364;Xiaomi Ev Ofis Kulaklık;Teknoloji;Ev Ofis;Xiaomi;35913.30;Cocuk;55
365;Melissa Doug Egitici Paketi;Oyuncak;Egitici;Melissa Doug;997.01;Yetiskin;93
366;Marshall Studyo Amfi;Muzik;Studyo;Marshall;16257.06;Genc;18
367;Apple Yazilim Tablet;Teknoloji;Yazilim;Apple;44688.75;Yasli;41
368;Liquitex El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Liquitex;4575.66;Genc;51
369;Gigabyte Retro Koleksiyonu;Oyun;Retro;Gigabyte;368.26;Genc;17
370;HP Mobil Yasam Bilgisayar;Teknoloji;Mobil Yasam;HP;30582.59;Genc;88
371;Can Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Can Yayinlari;264.32;Yetiskin;6
372;Gucci Klasik Saat;Moda;Klasik;Gucci;4308.38;Yetiskin;23
373;HyperX Yayincilik Koleksiyonu;Oyun;Yayincilik;HyperX;4341.02;Yasli;69
374;Castelli Ekipman Eşofman Takımı;Spor;Ekipman;Castelli;5643.13;Yetiskin;3
375;Castrol Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Castrol;642.53;Genc;69
376;Mizuno Ekipman Koşu Ayakkabısı;Spor;Ekipman;Mizuno;4466.32;Yasli;92
377;Lenovo Ev Ofis Akıllı Saat;Teknoloji;Ev Ofis;Lenovo;4770.36;Yetiskin;51
378;LEGO Egitici Paketi;Oyuncak;Egitici;LEGO;3327.34;Cocuk;60
379;Moleskine El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Moleskine;1576.90;Cocuk;98
380;Arzum Dekorasyon Robot Süpürge;Ev-Yasam;Dekorasyon;Arzum;3513.98;Yasli;44
381;Maybelline Parfum Göz Kalemi;Kozmetik;Parfum;Maybelline;491.35;Yetiskin;57
382;Tefal Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Tefal;1098.61;Yetiskin;87
383;Audio-Technica Studyo Pikap;Muzik;Studyo;Audio-Technica;17039.49;Genc;78
384;Yamaha Sahne Enstrüman;Muzik;Sahne;Yamaha;23059.57;Genc;72
385;Melissa Doug Aksiyon Seti;Oyuncak;Aksiyon;Melissa Doug;1793.22;Yetiskin;8
386;MSI E-Spor Seti;Oyun;E-Spor;MSI;2125.39;Yasli;97
387;Razer Yayincilik Seti;Oyun;Yayincilik;Razer;770.17;Cocuk;33
388;Nike Sokak Stili Çanta;Moda;Sokak Stili;Nike;2562.71;Genc;52
389;Bridgestone Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Bridgestone;9491.75;Genc;5
390;Marshall Analog Amfi;Muzik;Analog;Marshall;5529.18;Genc;86
391;Canson Resim Seti;Hobi-Sanat;Resim;Canson;2796.89;Yetiskin;35
392;Puma Klasik Ceket;Moda;Klasik;Puma;2836.63;Yasli;85
393;Sennheiser Studyo Pikap;Muzik;Studyo;Sennheiser;17962.34;Cocuk;12
394;MAC Bakim Cilt Serumu;Kozmetik;Bakim;MAC;1601.14;Genc;48
395;Lenovo Mobil Yasam Tablet;Teknoloji;Mobil Yasam;Lenovo;2755.13;Cocuk;6
396;Salomon Fitness Antrenman Ekipmanı;Spor;Fitness;Salomon;7134.91;Yasli;52
397;Wilson Ekipman Koşu Ayakkabısı;Spor;Ekipman;Wilson;691.82;Yasli;48
398;Bosch Konfor Nevresim Takımı;Ev-Yasam;Konfor;Bosch;2930.80;Genc;28
399;Everest Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Everest;499.90;Cocuk;39
400;Lancome Parfum Ruj;Kozmetik;Parfum;Lancome;828.87;Yetiskin;95
401;Wilson Fitness Antrenman Ekipmanı;Spor;Fitness;Wilson;1824.43;Cocuk;53
402;VTech Klasik Paketi;Oyuncak;Klasik;VTech;3658.17;Genc;43
403;Mattel Egitici Koleksiyonu;Oyuncak;Egitici;Mattel;3220.30;Genc;80
404;Yamaha Analog Enstrüman;Muzik;Analog;Yamaha;12435.34;Yasli;96
405;Fender Analog Amfi;Muzik;Analog;Fender;12478.23;Genc;76
406;Zowie Yayincilik Koleksiyonu;Oyun;Yayincilik;Zowie;2213.30;Yasli;57
407;Castelli Ekipman Eşofman Takımı;Spor;Ekipman;Castelli;5763.18;Yasli;25
408;Nintendo Yayincilik Paketi;Oyun;Yayincilik;Nintendo;725.47;Cocuk;31
409;Derwent Resim Koleksiyonu;Hobi-Sanat;Resim;Derwent;1192.42;Genc;66
410;Wilson Outdoor Eşofman Takımı;Spor;Outdoor;Wilson;5945.75;Cocuk;90
411;Audio-Technica Studyo Amfi;Muzik;Studyo;Audio-Technica;1770.05;Yasli;36
412;Nintendo Yayincilik Paketi;Oyun;Yayincilik;Nintendo;2347.45;Yasli;32
413;Razer Yayincilik Paketi;Oyun;Yayincilik;Razer;3112.81;Cocuk;26
414;Dior Makyaj Ruj;Kozmetik;Makyaj;Dior;822.00;Yasli;96
415;Sony Yazilim Akıllı Telefon;Teknoloji;Yazilim;Sony;44891.01;Yasli;64
416;Spin Master Egitici Koleksiyonu;Oyuncak;Egitici;Spin Master;1534.56;Genc;35
417;Reebok Fitness Spor Çantası;Spor;Fitness;Reebok;720.13;Cocuk;34
418;Logitech E-Spor Koleksiyonu;Oyun;E-Spor;Logitech;2242.97;Genc;77
419;Is Bankasi Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Is Bankasi Yayinlari;361.95;Genc;32
420;Arzum Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Arzum;11649.81;Cocuk;51
421;Bosch Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bosch;4345.71;Yetiskin;34
422;Bridgestone Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Bridgestone;8657.06;Yetiskin;98
423;SteelSeries Retro Koleksiyonu;Oyun;Retro;SteelSeries;1320.84;Yasli;65
424;Fender Sahne DJ Ekipmanı;Muzik;Sahne;Fender;15532.48;Genc;9
425;Arzum Konfor Robot Süpürge;Ev-Yasam;Konfor;Arzum;10810.86;Cocuk;97
426;Winsor Newton Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Winsor Newton;3676.35;Yasli;48
427;Is Bankasi Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Is Bankasi Yayinlari;444.88;Genc;44
428;Fisher-Price Aksiyon Seti;Oyuncak;Aksiyon;Fisher-Price;4221.85;Cocuk;65
429;Madame Coco Dekorasyon Dekoratif Lamba;Ev-Yasam;Dekorasyon;Madame Coco;2220.29;Yetiskin;59
430;Moleskine Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Moleskine;2787.01;Genc;100
431;Yapi Kredi Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Yapi Kredi;249.02;Genc;17
432;Alfa Yayinlari Tarih Romanı/Kitabı;Kitap;Tarih;Alfa Yayinlari;461.58;Cocuk;42
433;Everest Tarih Romanı/Kitabı;Kitap;Tarih;Everest;377.46;Cocuk;32
434;Chanel Parfum Cilt Serumu;Kozmetik;Parfum;Chanel;861.03;Cocuk;14
435;Bosch Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Bosch;11817.88;Yetiskin;70
436;Levi's Sokak Stili Ceket;Moda;Sokak Stili;Levi's;3600.80;Cocuk;15
437;Asus Yazilim Kulaklık;Teknoloji;Yazilim;Asus;4149.87;Yetiskin;90
438;Prismacolor Resim Koleksiyonu;Hobi-Sanat;Resim;Prismacolor;1354.94;Cocuk;11
439;Winsor Newton Resim Seti;Hobi-Sanat;Resim;Winsor Newton;4656.02;Yasli;91
440;Clinique Makyaj Ruj;Kozmetik;Makyaj;Clinique;1356.07;Yasli;24
441;Burberry Aksesuar Parfüm;Moda;Aksesuar;Burberry;4700.79;Yasli;9
442;MAC Bakim Ruj;Kozmetik;Bakim;MAC;458.25;Yetiskin;44
443;Dior Makyaj Ruj;Kozmetik;Makyaj;Dior;1122.55;Genc;7
444;Salomon Ekipman Eşofman Takımı;Spor;Ekipman;Salomon;3233.26;Genc;58
445;HyperX Retro Koleksiyonu;Oyun;Retro;HyperX;1891.27;Yasli;41
446;VTech Aksiyon Koleksiyonu;Oyuncak;Aksiyon;VTech;4890.12;Genc;88
447;Arzum Mutfak Kahve Makinesi;Ev-Yasam;Mutfak;Arzum;5227.53;Yasli;44
448;Prada Sokak Stili Ceket;Moda;Sokak Stili;Prada;2277.07;Genc;25
449;Logitech Yayincilik Seti;Oyun;Yayincilik;Logitech;2856.51;Cocuk;11
450;Tefal Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Tefal;10983.84;Yasli;43
451;Melissa Doug Egitici Paketi;Oyuncak;Egitici;Melissa Doug;2974.86;Genc;33
452;Faber-Castell El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Faber-Castell;3127.23;Cocuk;9
453;Xiaomi Yazilim Tablet;Teknoloji;Yazilim;Xiaomi;7061.72;Yetiskin;31
454;Reeves Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Reeves;1770.41;Genc;65
455;Winsor Newton Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Winsor Newton;756.71;Yasli;17
456;Zara Aksesuar Çanta;Moda;Aksesuar;Zara;4372.85;Cocuk;77
457;Dior Makyaj Nemlendirici;Kozmetik;Makyaj;Dior;161.12;Yetiskin;85
458;English Home Dekorasyon Robot Süpürge;Ev-Yasam;Dekorasyon;English Home;11426.32;Yetiskin;93
459;Lancome Bakim Cilt Serumu;Kozmetik;Bakim;Lancome;736.81;Cocuk;50
460;Bose Studyo DJ Ekipmanı;Muzik;Studyo;Bose;13726.16;Yasli;63
461;Gucci Klasik Ceket;Moda;Klasik;Gucci;5728.49;Yasli;21
462;Melissa Doug Klasik Koleksiyonu;Oyuncak;Klasik;Melissa Doug;4386.50;Cocuk;93
463;Continental Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Continental;1582.45;Genc;82
464;Decathlon Fitness Eşofman Takımı;Spor;Fitness;Decathlon;6352.21;Genc;24
465;Estee Lauder Bakim Ruj;Kozmetik;Bakim;Estee Lauder;964.26;Cocuk;84
466;Sony Mobil Yasam Akıllı Telefon;Teknoloji;Mobil Yasam;Sony;6574.75;Yasli;91
467;Bosch Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bosch;10063.21;Cocuk;27
468;Razer Retro Seti;Oyun;Retro;Razer;1853.54;Yetiskin;61
469;Lacoste Klasik Parfüm;Moda;Klasik;Lacoste;3958.51;Genc;75
470;Burberry Aksesuar Saat;Moda;Aksesuar;Burberry;1049.93;Yetiskin;57
471;Apple Yazilim Akıllı Telefon;Teknoloji;Yazilim;Apple;36412.92;Genc;75
472;Roland Sahne Enstrüman;Muzik;Sahne;Roland;13996.65;Yetiskin;36
473;Clinique Bakim Göz Kalemi;Kozmetik;Bakim;Clinique;789.80;Yetiskin;45
474;Daler Rowney El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Daler Rowney;3846.70;Yasli;74
475;Estee Lauder Makyaj Göz Kalemi;Kozmetik;Makyaj;Estee Lauder;1045.50;Yetiskin;58
476;Chanel Makyaj Cilt Serumu;Kozmetik;Makyaj;Chanel;1337.83;Genc;72
477;Tefal Konfor Robot Süpürge;Ev-Yasam;Konfor;Tefal;11855.45;Genc;26
478;Derwent Resim Paketi;Hobi-Sanat;Resim;Derwent;600.15;Cocuk;10
479;3M Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;3M;1988.87;Yasli;23
480;Fender Sahne Enstrüman;Muzik;Sahne;Fender;7821.50;Yetiskin;38
481;Nvidia E-Spor Paketi;Oyun;E-Spor;Nvidia;2318.89;Yasli;25
482;Spin Master Egitici Seti;Oyuncak;Egitici;Spin Master;3306.74;Genc;69
483;MGA Entertainment Klasik Paketi;Oyuncak;Klasik;MGA Entertainment;3169.56;Yetiskin;79
484;Razer Yayincilik Koleksiyonu;Oyun;Yayincilik;Razer;4262.07;Cocuk;67
485;Ithaki Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Ithaki;444.04;Cocuk;48
486;LEGO Aksiyon Koleksiyonu;Oyuncak;Aksiyon;LEGO;4511.15;Genc;63
487;Levi's Sokak Stili Ceket;Moda;Sokak Stili;Levi's;1920.68;Cocuk;90
488;Pegasus Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Pegasus;396.97;Yetiskin;17
489;Audio-Technica Analog Pikap;Muzik;Analog;Audio-Technica;5472.96;Cocuk;99
490;Fisher-Price Klasik Koleksiyonu;Oyuncak;Klasik;Fisher-Price;1658.38;Cocuk;84
491;Nike Sokak Stili Çanta;Moda;Sokak Stili;Nike;542.89;Cocuk;44
492;Dogan Kitap Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Dogan Kitap;50.22;Genc;51
493;Beko Konfor Dekoratif Lamba;Ev-Yasam;Konfor;Beko;2342.12;Cocuk;26
494;3M Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;3M;7100.31;Yasli;59
495;Apple Mobil Yasam Akıllı Saat;Teknoloji;Mobil Yasam;Apple;39648.29;Yasli;92
496;Dogan Kitap Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Dogan Kitap;232.50;Genc;22
497;Spalding Outdoor Spor Çantası;Spor;Outdoor;Spalding;1507.67;Cocuk;86
498;Playmobil Egitici Seti;Oyuncak;Egitici;Playmobil;1260.76;Yasli;90
499;Canson El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Canson;3819.29;Cocuk;63
500;Sennheiser Analog Pikap;Muzik;Analog;Sennheiser;6678.49;Yasli;45
501;Reeves Resim Paketi;Hobi-Sanat;Resim;Reeves;1222.70;Cocuk;40
502;Alfa Yayinlari Tarih Romanı/Kitabı;Kitap;Tarih;Alfa Yayinlari;404.68;Yetiskin;28
503;Nike Klasik Parfüm;Moda;Klasik;Nike;370.86;Cocuk;80
504;Beko Konfor Nevresim Takımı;Ev-Yasam;Konfor;Beko;8277.64;Yasli;87
505;Philips Dekorasyon Dekoratif Lamba;Ev-Yasam;Dekorasyon;Philips;9461.69;Yasli;62
506;Bose Studyo Enstrüman;Muzik;Studyo;Bose;23441.84;Cocuk;71
507;Pebeo Resim Seti;Hobi-Sanat;Resim;Pebeo;3542.97;Genc;4
508;Fisher-Price Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Fisher-Price;1635.62;Yetiskin;17
509;Metis Tarih Romanı/Kitabı;Kitap;Tarih;Metis;136.28;Genc;39
510;Is Bankasi Yayinlari Tarih Romanı/Kitabı;Kitap;Tarih;Is Bankasi Yayinlari;420.36;Genc;71
511;Marshall Sahne Enstrüman;Muzik;Sahne;Marshall;9742.86;Yetiskin;29
512;VTech Egitici Paketi;Oyuncak;Egitici;VTech;4143.22;Genc;32
513;Spin Master Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Spin Master;3533.11;Genc;99
514;Maybelline Makyaj Nemlendirici;Kozmetik;Makyaj;Maybelline;688.26;Yasli;12
515;Moleskine El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Moleskine;4614.13;Genc;11
516;Puma Aksesuar Saat;Moda;Aksesuar;Puma;1662.31;Genc;83
517;Pebeo Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Pebeo;2793.79;Cocuk;90
518;JBL Studyo Enstrüman;Muzik;Studyo;JBL;5795.83;Genc;65
519;Reeves El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Reeves;1783.67;Yetiskin;61
520;Yapi Kredi Tarih Romanı/Kitabı;Kitap;Tarih;Yapi Kredi;72.02;Genc;43
521;Everest Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Everest;127.35;Cocuk;83
522;Dell Yazilim Bilgisayar;Teknoloji;Yazilim;Dell;5986.72;Yasli;91
523;Metis Tarih Romanı/Kitabı;Kitap;Tarih;Metis;410.18;Cocuk;34
524;MGA Entertainment Aksiyon Paketi;Oyuncak;Aksiyon;MGA Entertainment;734.20;Genc;9
525;Spalding Outdoor Koşu Ayakkabısı;Spor;Outdoor;Spalding;7030.75;Cocuk;14
526;Chanel Bakim Nemlendirici;Kozmetik;Bakim;Chanel;348.26;Cocuk;99
527;Castrol Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Castrol;5255.04;Genc;92
528;Is Bankasi Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Is Bankasi Yayinlari;472.58;Yasli;4
529;H&M Aksesuar Saat;Moda;Aksesuar;H&M;5778.47;Yetiskin;15
530;Reeves Resim Koleksiyonu;Hobi-Sanat;Resim;Reeves;876.99;Yetiskin;60
531;Pebeo El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Pebeo;453.10;Yetiskin;59
532;Decathlon Fitness Antrenman Ekipmanı;Spor;Fitness;Decathlon;5515.44;Genc;89
533;Pasabahce Konfor Nevresim Takımı;Ev-Yasam;Konfor;Pasabahce;450.75;Yasli;42
534;Corsair E-Spor Paketi;Oyun;E-Spor;Corsair;1098.46;Yasli;22
535;Michelin Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Michelin;2841.47;Cocuk;55
536;Zowie Yayincilik Paketi;Oyun;Yayincilik;Zowie;218.77;Cocuk;13
537;Marshall Studyo Amfi;Muzik;Studyo;Marshall;2587.55;Yasli;100
538;Winsor Newton Resim Paketi;Hobi-Sanat;Resim;Winsor Newton;1222.16;Yasli;9
539;Zowie Retro Paketi;Oyun;Retro;Zowie;2851.00;Yetiskin;34
540;Columbia Outdoor Eşofman Takımı;Spor;Outdoor;Columbia;4879.31;Genc;45
541;Logitech Retro Paketi;Oyun;Retro;Logitech;2201.44;Yasli;67
542;Huawei Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;Huawei;15437.49;Yasli;86
543;MSI Yayincilik Paketi;Oyun;Yayincilik;MSI;850.20;Yasli;50
544;Sony Yazilim Bilgisayar;Teknoloji;Yazilim;Sony;43103.53;Yetiskin;11
545;Columbia Ekipman Spor Çantası;Spor;Ekipman;Columbia;7411.17;Genc;25
546;Faber-Castell Resim Seti;Hobi-Sanat;Resim;Faber-Castell;605.56;Cocuk;38
547;Derwent El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Derwent;4204.71;Genc;67
548;Puma Aksesuar Parfüm;Moda;Aksesuar;Puma;897.35;Cocuk;62
549;Goodyear Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Goodyear;2894.80;Cocuk;24
550;Metis Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Metis;282.01;Yetiskin;40
551;Gigabyte Yayincilik Seti;Oyun;Yayincilik;Gigabyte;1895.07;Yetiskin;24
